,date,year,week,cyclostat_level_Lugano,cyclostat_release_Lugano,cyclostat_inflow_Lugano,cyclostat_level_Lugano_1w,cyclostat_level_Lugano_4w,cyclostat_level_Lugano_8w,cyclostat_level_Lugano_12w,cyclostat_level_Lugano_16w,cyclostat_level_Lugano_24w,cyclostat_release_Lugano_1w,cyclostat_release_Lugano_4w,cyclostat_release_Lugano_8w,cyclostat_release_Lugano_12w,cyclostat_release_Lugano_16w,cyclostat_release_Lugano_24w,cyclostat_inflow_Lugano_1w,cyclostat_inflow_Lugano_4w,cyclostat_inflow_Lugano_8w,cyclostat_inflow_Lugano_12w,cyclostat_inflow_Lugano_16w,cyclostat_inflow_Lugano_24w,cyclostat_level_Maggiore,cyclostat_release_Maggiore,cyclostat_inflow_Maggiore,cyclostat_level_Maggiore_1w,cyclostat_level_Maggiore_4w,cyclostat_level_Maggiore_8w,cyclostat_level_Maggiore_12w,cyclostat_level_Maggiore_16w,cyclostat_level_Maggiore_24w,cyclostat_release_Maggiore_1w,cyclostat_release_Maggiore_4w,cyclostat_release_Maggiore_8w,cyclostat_release_Maggiore_12w,cyclostat_release_Maggiore_16w,cyclostat_release_Maggiore_24w,cyclostat_inflow_Maggiore_1w,cyclostat_inflow_Maggiore_4w,cyclostat_inflow_Maggiore_8w,cyclostat_inflow_Maggiore_12w,cyclostat_inflow_Maggiore_16w,cyclostat_inflow_Maggiore_24w
212,2004-09-02,2004,36,-0.020109375000004093,-7.990513237847228,-10.643508029513995,-0.011849330357136978,-0.0685028571428461,-0.09195416666665955,-0.0789862980769184,-0.0447877888655425,-0.020359285714287124,-5.9263180028521845,-8.246092860863095,-9.609363713899912,-8.269819491901329,-1.358124137050653,-0.7797736506696422,-4.6966943669391386,-6.4557482198661535,-9.2733444496111,-8.032764167906606,-1.6121011720573004,-0.6473280468749698,0.2858359374999999,24.084374999999994,-21.038225057033145,0.28166796874999994,0.05552343749999996,0.10328881448412695,0.07565956387362635,0.08410529149159662,0.15285766964285713,74.60290178571428,26.457785714285716,8.040600198412701,-28.012652386695184,-10.439278602073017,-6.202829092266794,151.41495996191964,32.95147660388433,12.356720015667918,-21.30828337080448,-10.852460733785202,-6.98606769516715
213,2004-09-10,2004,37,-0.04022500000002083,-10.146089062500002,-12.79889279513901,-0.03016718750001246,-0.04931973214285108,-0.08653075396824761,-0.08097283653845667,-0.04947308298319045,-0.023780785714288866,-9.068301150173614,-8.230684458085317,-10.350929371968697,-8.560175962253892,-2.131828395629084,-1.230991112475198,-11.721200412326503,-6.704635524553574,-9.885186911306711,-8.612197988686525,-2.187287758045809,-1.520187171874993,0.09712500000000007,-34.620000000000005,-127.33550213314373,0.19148046875,0.07479218749999998,0.08792968749999999,0.08399033310439558,0.07886264443277309,0.1412326696428571,-5.267812500000005,20.679410714285712,7.245124007936511,-23.94493604054134,-12.13449919030831,-7.716029092266795,-74.18686359508844,23.423910326248794,1.313370749753817,-21.57975738617855,-14.11505853973798,-13.78459267894625
214,2004-09-18,2004,38,-0.05113749999998163,-6.101268576388888,-3.8301630208332487,-0.04568125000000123,-0.03714973214284782,-0.07549047619046531,-0.08254711538460942,-0.05246856617646793,-0.02984178571428856,-8.123678819444445,-7.417569110863097,-9.734036012593696,-8.962767093063189,-3.294197150005835,-1.7758069596974202,-8.314527907986129,-6.893925923859259,-9.389332942363572,-8.721044054057888,-4.790320938192777,-1.7743706024305246,-0.012890000000000013,-30.84250000000003,-22.532554737053715,0.04211750000000003,0.09173918749999999,0.08441413194444444,0.08570071771978019,0.0823397032563025,0.1194870696428571,-32.73125000000002,16.91466071428571,8.75724206349206,-18.33953640111827,-15.565185464825738,-8.460229092266793,-74.93402843509872,24.195857252909843,-5.638546141709128,-13.076090320601484,-19.985752612913217,-15.117454889636793
215,2004-09-26,2004,39,-0.04292187499999045,-4.709726236979168,-9.12854416232604,-0.04702968749998604,-0.031596607142853374,-0.07080540674602137,-0.07974783653845809,-0.07148786764705217,-0.03326294642857192,-5.405497406684027,-6.561943976314486,-8.942072781980269,-8.736707679668422,-7.425643496513189,-1.8374115052083329,-6.4793535915796445,-7.030197742435314,-8.662410302992374,-8.803147103937613,-7.715267884679707,-1.955726376859974,-0.03390624999999997,-17.03593749999999,-110.92717876458654,-0.023398124999999992,0.12273293749999996,0.05123010416666667,0.08355119848901096,0.0657192988445378,0.09840224821428568,-23.93921875000001,13.341473214285708,-2.3488343253968273,-6.56147149727211,-27.012910648649264,-10.688809449409653,-66.72986675082012,8.406936857811056,-19.755239621332457,-15.188492389222969,-34.07893744782863,-19.158133958084512
216,2004-10-04,2004,41,-0.10707499999995207,-9.571411979166669,-8.791183854166713,-0.07499843749997126,-0.052293749999989814,-0.06487485119046393,-0.08222668269229853,-0.07459889705881671,-0.039997196428569165,-7.140569108072919,-7.703801818576392,-7.9732177954833565,-9.000982252317995,-8.119773485279529,-2.3913549201388884,-8.959864008246377,-9.038458372395802,-7.425280547977309,-9.077606452228071,-8.174983412661819,-2.5859953890128056,-0.32875000000000004,-97.04250000000002,-105.81032341087028,-0.181328125,0.0014829374999999923,-8.934027777779407e-05,0.05009062156593404,0.04147959296218485,0.0732147482142857,-57.03921875,-31.091312500000008,-5.250223214285717,-8.24427197802198,-31.98267167806103,-17.73175944940965,-108.36875108772841,-77.5287568205375,-22.427575114025842,-19.645775300357155,-37.85960252153604,-24.355631627221065
217,2004-10-12,2004,42,-0.07626249999998436,-11.579189670138888,-7.400558940974886,-0.09166874999996821,-0.06352437499998587,-0.058221726190462654,-0.08124412774724131,-0.07823786764704972,-0.04642919642856668,-10.575300824652778,-8.421537105034723,-8.12389097256669,-9.624612370030144,-8.426110821880838,-3.1021557361111105,-8.0958713975708,-8.389868554687979,-6.963736400118751,-9.085933244620099,-8.300530813601512,-3.073619725818537,-0.45305,-150.93843749975338,-227.99232925827803,-0.3909,-0.14629425000000001,-0.050515034722222234,-0.002863774038461557,0.01548694590336132,0.046597748214285695,-123.9904687498767,-66.09587499995068,-21.384702380924985,-17.742558379101908,-35.71432608981122,-25.261246949399787,-166.90132633457415,-118.91957766078647,-38.904759393282724,-35.03400380176956,-43.9881901288888,-34.73859527559953
218,2004-10-20,2004,43,-0.027714285714239395,-13.045010788690476,-6.3443410218254765,-0.051988392857111876,-0.06102223214282958,-0.048858035714267264,-0.07179907280218109,-0.0780638918067111,-0.048056767857135585,-12.312100229414682,-9.001321450272817,-8.443687136587853,-9.731666368332188,-9.142430052046862,-3.64821527876984,-6.872449981400181,-7.0989582000252724,-7.348250844287713,-8.936048035428097,-8.531658863649744,-3.18638858891381,-0.5395,-245.2363839285714,-101.75551112539972,-0.496275,-0.27361925,-0.09961225694444445,-0.045806081730769235,-0.0141821717436975,0.018942748214285703,-198.0874107141624,-108.21915178566496,-47.297772817432914,-33.187544642838176,-44.039248949580134,-34.21555230654265,-164.87392019183886,-113.80357945923765,-47.27845069939838,-45.940942910347445,-42.145559807467876,-37.22821768229163
219,2004-10-28,2004,44,0.04568749999998545,5.238917534722223,11.38916471354436,0.008986607142873027,-0.04165723214283616,-0.03592748015871747,-0.061739457417567895,-0.07071095063024385,-0.045656142857135366,-3.9030466269841266,-6.733284228050596,-6.862934976094026,-8.418103841622788,-8.384346749350783,-3.2269257692212294,2.522411845859442,-4.055092653149751,-5.144211979511032,-6.8545086023349295,-7.387519497330098,-2.456478515128972,-0.09118749999999998,29.252994790686557,328.96766066358333,-0.31534375,-0.28927875000000003,-0.0887580902777778,-0.07318588942307692,-0.019195407037815134,0.0076702482142857065,-107.99169456894242,-96.20005282752764,-44.13966228513441,-37.3156796589392,-32.309615064833864,-31.075370014915176,113.6060747690918,-43.503536379110244,-7.172868760212156,-21.87597382484283,-17.884759070050787,-21.75256327649382
220,2004-11-05,2004,45,0.21940000000000737,61.31364461805554,61.419240451388205,0.1325437499999964,0.010807142857163398,-0.011150892857131112,-0.03252022664833895,-0.05340212710083011,-0.033665642857135934,33.276281076388884,6.471389942956347,0.3788169556740502,-2.2946614204155242,-4.416729858010914,-0.46752977963789677,36.40420258246628,10.054464269593097,1.5412459266836878,-0.597232286897198,-3.467375216284277,-0.11563994221227687,1.3266000000000002,788.74828125,1030.8797335934014,0.6177062500000001,-0.017177499999999936,0.027808576388888895,0.018619879807692315,0.05259062237394957,0.055769248214285715,409.0006380203433,64.95679092247235,29.596654679151307,28.813418898753103,18.508877582239766,2.5927112350848165,679.9236971284923,184.85784609248736,71.38397441895773,63.711644449774944,45.570851468744934,19.16008649413217
221,2004-11-13,2004,46,0.04025000000001455,9.37467126736112,-9.081232291667405,0.12982500000001096,0.040272142857156724,-0.004444295634906818,-0.018951717032953532,-0.04579708508402171,-0.033632642857135124,35.34415794270833,10.260606592261905,2.3082819006971995,-0.7871381632039844,-3.6610434222907933,-0.21281826227678594,26.1690040798604,9.99645458209296,1.7148321197777543,-0.4069842884330053,-3.572605901683623,-0.3580604005455982,0.900175,424.16645833663614,15.418486882532818,1.1133875,0.22860750000000002,0.09606847222222224,0.08780401442307693,0.09169755514705882,0.0843262482142857,606.4573697933181,169.19858258979957,74.0502194943331,61.882233001571265,45.075181854142734,19.791419568550268,523.1491102379671,209.10360815116798,75.4347201900206,71.02827195958255,48.12166591712432,22.65167954671134
222,2004-11-21,2004,47,-0.06909375000003593,-29.927249782986113,-22.522048719618994,-0.014421875000010687,0.04170589285714641,-0.007651934523797384,-0.015652197802187226,-0.04100848214284604,-0.03638782142856598,-10.276289257812497,6.590994569692461,0.11037515397651948,-2.3071692763183007,-4.7359811265391585,-1.9562682635168653,-15.8016405056432,6.972156626364139,0.6344814615021998,-1.917625649611019,-4.409617665112887,-2.8757983909969664,0.42432812499999994,-199.866796875,-126.68264908172259,0.6622515625,0.404083125,0.13242437499999996,0.12795425480769232,0.11555509191176469,0.1041793732142857,112.14983073081807,159.41291071475027,55.689464285999776,47.432383241955876,35.93310924384862,10.697581026878415,-55.632081099594885,229.36554418647907,75.50725941795629,63.31362890486227,38.31476318960459,14.493603803165433
223,2004-11-29,2004,49,-0.11922500000002856,-31.985798871527773,-31.908014670137284,-0.09415937500003224,0.023403749999988576,-0.015217212301580376,-0.01938585164834614,-0.04301657037814266,-0.0523730714285648,-30.956524327256943,2.8028369531250013,-2.7656837677055774,-4.076242119534113,-5.921181335893734,-5.85669468452381,-27.21503169487814,1.8594218967017766,-2.4852798328649146,-3.7223048496642126,-5.364745121199385,-5.775941134920528,0.3306875,-222.55671874999996,-191.18846645608716,0.3775078125,0.578120625,0.1705996527777778,0.16792060096153844,0.11943376838235294,0.1074612482142857,-211.21175781249997,163.9488437504645,34.38788442488866,30.248789491955886,17.96396402326038,-5.307703348121581,-158.93555776890486,211.47895312034157,56.767713671397026,51.06702200740116,26.11996736559809,1.6997866077629238
224,2004-12-07,2004,50,-0.031375000000025466,-5.448363281250003,-3.1279349826378713,-0.07530000000002701,0.007991249999986395,-0.013934226190473156,-0.021523214285711953,-0.03542392331932246,-0.051460571428567616,-18.717081076388887,0.665380789930554,-2.847754550402338,-4.198260620564333,-5.16572583140027,-6.163781128968256,-17.51797482638758,-1.0439980425346698,-1.8185454795662293,-4.059078255685259,-4.376661787866184,-5.862017739087211,0.41495000000000015,-31.80734375034342,-12.791431130305767,0.3728187500000001,0.679348125,0.22047256944444443,0.1784936778846154,0.13601170955882352,0.12072624821428571,-127.18203125017169,151.73677604225855,32.7466170637394,18.17734546720419,20.265296743828426,-6.077734598135317,-101.98994879319646,143.1271347615637,67.67168563076154,25.170131537310525,30.176901062440688,2.8496900488644665
225,2004-12-15,2004,51,-0.0272499999999809,-9.429315476190476,-8.358010912700768,-0.029312500000003183,-0.04133875000001126,-0.005064781746031915,-0.022072493131864015,-0.029018592436968634,-0.05197457142856592,-7.43883937872024,-13.483211228918648,-2.8319660500716486,-4.308937715821505,-5.119030796094481,-6.2860955500992075,-5.74297294766932,-14.999448315352463,-1.77041515273668,-3.8832707851611636,-4.188635590277881,-5.985688050595237,0.25,-64.65357142857144,-61.104812142768765,0.3324750000000001,0.464028125,0.28477812500000005,0.17573706730769237,0.15067163602941178,0.13117324821428572,-48.23045758945743,-18.943594493455738,36.34538690500923,11.351349588083318,16.799094012735978,-5.163864955278172,-36.948121636537266,-75.2697743856703,72.63896466055058,22.088086376869317,31.27059862727581,5.357751160484955
226,2004-12-23,2004,52,-0.02168749999998454,-5.608586480034724,-4.160298936631266,-0.02446874999998272,-0.05372625000001108,0.0009991071428569536,-0.020646531593399686,-0.023706827731085494,-0.05161519642856547,-7.5189509781126,-16.47986277839782,-2.168565695615632,-3.9598990556318694,-4.850897923596523,-6.475735654265875,-6.259154924666017,-14.015261644345236,-1.4103862633651665,-3.2187635652759528,-4.26372899688532,-6.055493441220268,0.42937499999999995,-11.9453125,-3.6047398348109994,0.3396875,0.369868125,0.3828253472222222,0.20129475961538457,0.18167163602941175,0.1497532482142857,-38.29944196428572,-106.16594866078296,51.78906746053739,13.095556318852548,16.803413865677157,-1.4931696427781709,-32.35477598878988,-79.07441972913905,97.57091904093585,31.605837322894924,32.61104271760217,10.536770630674745
227,2004-12-31,2004,53,0.0,0.0,0.0,-0.01084374999999227,-0.03990750000000389,0.004078472222216887,-0.016712877747247255,-0.019548739495793572,-0.04844269642856716,-2.804293240017362,-10.494412821800594,-0.7191200524277997,-3.490570703601954,-4.322200752436392,-6.16979570982143,-2.080149468315633,-9.51085190042144,-0.7054594831623362,-2.924135640596472,-3.7668357575061577,-5.733045260664682,0.0,0.0,0.0,0.21468749999999998,0.28500250000000005,0.44276979166666675,0.20228629807692308,0.1927819301470588,0.1499917482142857,-5.97265625,-66.19258928578297,79.03755456371199,15.468056318852547,16.754590336265384,5.3128616072218255,-1.8023699174054997,-53.73788991279453,108.87708694375803,33.33911076420675,34.492370764019384,13.875408705575028
228,2005-01-08,2005,1,0.032166666666682886,-1.427978105709876,-2.9529588155856583,0.016083333333341443,-0.009629166666661604,0.0025761574074054908,-0.010936836080580074,-0.017445448179266937,-0.04416202976189879,-0.713989052854938,-4.382848668637015,-1.4598862346980341,-3.238128539658163,-4.179015772310083,-5.981481132660937,-1.4764794077928292,-3.7198407295111124,-2.299028764176782,-2.449090613924135,-4.014075646401533,-5.642235120232478,0.47944444444444456,-7.49444444444444,-15.490985397443424,0.23972222222222228,0.3147538888888889,0.5061733410493827,0.24177481303418805,0.2046610151143791,0.1649200259920635,-3.74722222222222,-23.18013442467186,74.95450575980855,16.202017323126054,8.953656629449334,8.019727579454122,-7.745492698721712,-18.598393701065792,70.6039040480884,40.68035640783314,14.530068977059633,15.170395112322327
229,2005-01-16,2005,2,0.010099999999965803,-5.399552170138888,-5.6631474826378625,0.021133333333324344,-0.00133416666666335,-0.020679398148154685,-0.0019233745421248527,-0.01566842612044518,-0.040196601190471026,-3.413765137924382,-4.373086446414793,-8.872463655608525,-2.917216246656025,-4.026606297739003,-6.058583293871253,-4.30805314911176,-4.226883229511111,-9.752627423513012,-2.208472431498839,-3.7211132612911713,-5.577068593942853,0.4865625,-25.67500000000001,-21.38906031487531,0.4830034722222223,0.3290763888888889,0.4128358410493827,0.3044911591880342,0.21646845996732028,0.1749682402777778,-16.584722222222226,-21.95366567460318,-15.536969934635904,21.69182501543374,6.0266345706257995,8.09115615088269,-18.440022856159366,-20.317919537979698,-46.314850830609025,47.17429972290966,14.509431608951266,15.432647049323982
230,2005-01-24,2005,4,-0.009781250000003183,0.36362630208333435,-2.587531358509322,0.00015937499998130988,0.0021595833333321935,-0.026238425925934433,0.003190567765566007,-0.01387761729691473,-0.03456785119047026,-2.5179629340277767,-2.4144980907600306,-9.873690873972725,-1.9985380949466247,-3.40838774688116,-5.577905889357364,-4.125339420573592,-3.072787318672822,-9.03110509760656,-1.8382395405399494,-3.120444941489426,-5.348855898630365,0.61515625,22.139062499999994,3.69752341220196,0.5508593749999999,0.4021076388888889,0.38116709104938273,0.3866608707264957,0.2469408864379085,0.19882449027777782,-1.7679687500000085,-4.595138888888892,-60.206680583151034,35.00547886156862,9.365402952978743,10.75478115088269,-8.845768451336674,-7.357452426985555,-47.61718010509023,64.99659608217736,22.217256641030435,13.979160094367556
231,2005-02-01,2005,5,-0.07551250000000209,-4.801838628472222,-6.931309114584051,-0.04264687500000264,-0.008605416666671317,-0.026951620370375115,-0.00048621794872343136,-0.015311440826327698,-0.034184851190470905,-2.2191061631944438,-2.2531485204475303,-7.0819785234711805,-1.3644479287759883,-3.331950691121356,-5.296483621996252,-4.759420236546687,-3.6269893542633787,-7.298800697047121,-1.8833909322906095,-3.302865299945356,-4.999274346547054,0.395875,2.5900000000000034,-18.901441146914735,0.5055156249999999,0.3954076388888889,0.3780056327160495,0.4586127938034189,0.2709858864379085,0.20406949027777777,12.364531249999999,-1.6880763888888908,-37.711480930373256,54.06904685607412,11.33202060003756,7.541631150882685,-7.601958867356387,-10.416792689406302,-35.641490334556025,71.36998608052237,22.43085155809743,12.578179946410028
232,2005-02-09,2005,6,-0.08348749999998972,-4.4354305555555555,-5.057999999998551,-0.07949999999999591,-0.025302916666669263,-0.02298078703703747,-0.010422756410259982,-0.017697654061621774,-0.03110635119047174,-4.618634592013889,-3.1402346315586414,-4.020826488363157,-2.1086285511050495,-3.3158156510376138,-4.74225656991292,-5.994654557291302,-4.638589354263089,-4.315465733698372,-3.1485574487169865,-3.0634215256907966,-4.404580280574905,0.32725000000000004,3.6512500000000045,-16.21921136618009,0.3615625,0.4608576388888889,0.377623688271605,0.49080029380341883,0.29223037173202615,0.2118344902777778,3.120625000000004,-0.9578263888888898,-12.577262180373257,52.09968187217516,12.548913982390506,10.52488115088269,-17.560326256547413,-13.66063496264232,-16.200461991233016,44.81714977054056,28.001908463886043,15.19978365082801
233,2005-02-17,2005,7,-0.14146875000000136,-13.709414605034722,-16.645395507811436,-0.11247812499999554,-0.06003000000000611,-0.03521342592592368,-0.03818189102564527,-0.019720815826330555,-0.031319476190471957,-9.07242258029514,-5.596521931423611,-4.938721079894792,-7.879633106727377,-3.5592275702063234,-4.881707911058753,-10.851697753904993,-7.377076692708245,-5.817405792050991,-9.1535294455785,-3.5254339759051923,-4.608217850019286,0.07843750000000016,-65.27656250000001,-77.92413457729481,0.2028437500000001,0.38065625000000003,0.34023341049382716,0.39478779380341883,0.31618257761437907,0.21494074027777776,-30.812656250000003,-12.514250000000004,-16.296064263668434,-13.594536877824858,14.417498541214036,8.142943650882687,-47.07167297173745,-26.147264798612593,-23.437429040898465,-40.47545547335915,29.64227251291989,15.270725097534859
234,2005-02-25,2005,8,-0.10630357142855473,-10.183989583333332,-7.3238085317475985,-0.12388616071427805,-0.08331071428571021,-0.043997156084654106,-0.04945524267399675,-0.021487937675069988,-0.031092119047614233,-11.946702094184026,-6.5534094140625,-5.022573758466221,-9.38414547985772,-3.477156976864819,-4.882393681892086,-11.984602019779517,-7.709208902530191,-5.702494416389527,-9.018343002507745,-3.520919245950646,-4.785821750316997,0.11749999999999994,0.31785714285715017,-31.26172694965811,0.09796875000000005,0.30684374999999997,0.32551118827160486,0.33458202457264963,0.3497443423202614,0.2235457402777778,-32.47935267857143,-7.315678571428572,-9.077016644620812,-46.198275431192464,23.31492763783819,8.636407936596974,-54.59293076347646,-28.12179812556916,-20.12153068610839,-44.066241152758444,41.21466088401518,15.075947594362894
235,2005-03-05,2005,9,-0.1005624999999668,-6.486499739583333,-6.946352170138066,-0.10343303571426077,-0.10146696428570294,-0.052761044973541026,-0.05187591575091451,-0.025773126750701012,-0.032287119047614395,-8.335244661458333,-7.923434622395833,-5.120119676193843,-7.581010861134429,-3.091362209270282,-4.7823395950865315,-7.135080350942832,-8.580973064855943,-6.012055886779172,-7.820212498701519,-3.556331666439622,-4.725788434344689,0.08899999999999997,6.2099999999999795,-26.31429826332773,0.10324999999999995,0.20161250000000003,0.2876917438271605,0.3087875534188035,0.3867149305555555,0.23466074027777778,3.263928571428565,-10.501491071428575,-7.05975970017637,-30.346214133115552,38.105891398342386,8.851607936596968,-28.78801260649292,-34.124162460675095,-22.644814955943584,-36.34559878211269,45.65237928766648,15.302678735393489
236,2005-03-13,2005,10,-0.11961249999995971,-9.865987847222222,-11.181873263887933,-0.11008749999996326,-0.11028696428569447,-0.06605132275131433,-0.05190572344321691,-0.035496656162462496,-0.03692804761904199,-8.176243793402778,-8.936264466145833,-6.216340548107424,-5.879486936187847,-3.9798860552670137,-5.022494198261134,-9.064112717013,-9.431085894716716,-7.254486249433388,-6.225893928990031,-4.884039782759168,-5.223068136725635,-0.04674999999999996,-11.525000000000006,-66.81345530457662,0.021125000000000005,0.11308750000000004,0.28249729938271606,0.2797538995726496,0.3893289011437908,0.2216907402777778,-2.657500000000013,-13.324491071428577,-8.340315255731927,-14.11300499850017,35.707185822419646,3.3857507937398337,-46.563876783952175,-43.70656529220747,-30.068532212007653,-26.778290231996493,22.371137171892357,-0.3245852760244702
237,2005-03-21,2005,12,-0.10346874999999045,-6.828919487847225,-6.2629472656258205,-0.11154062499997508,-0.11428321428569461,-0.08112192460316692,-0.057451396520137296,-0.05448893557422707,-0.04026242261904144,-8.347453667534722,-9.414962252604166,-6.8164451461226845,-5.985683567464557,-7.988272179143648,-4.976030448261134,-8.722410264756878,-9.67207534784217,-7.6222627438822945,-6.467048719989104,-8.865344942583523,-5.047845706170109,-0.14531250000000007,0.5187500000000114,-48.30321715870977,-0.09603125000000001,0.018575000000000008,0.21307986111111107,0.2366567841880342,0.3027458129084967,0.20444480277777777,-5.503124999999997,-13.950991071428575,-7.44996031746032,-11.626382402319905,-10.659257192286235,2.44312579373983,-57.558336231643196,-50.123366450713405,-33.71433574103724,-29.509966080335264,-41.11021287234948,-1.4151849600915318
238,2005-03-29,2005,13,-0.0848374999999919,-6.1633524305555545,2.2696336805540014,-0.09415312499999118,-0.10295696428569272,-0.09167053571427333,-0.061881204212445834,-0.06184702380952157,-0.042046922619040285,-6.496135959201389,-7.905749817708333,-6.901311841724537,-5.734455640877256,-8.902273573138746,-4.816720982983355,-1.9966567925359096,-5.889069510169084,-6.740842614638754,-5.649537597431045,-8.197646944217558,-4.445104647142387,-0.298875,-21.05125000000001,-9.330888616093773,-0.22209375000000003,-0.05688750000000002,0.12580902777777778,0.19443563034188033,0.23221345996732026,0.18860480277777783,-10.26625,-5.105928571428575,-6.93621031746032,-8.27235767704518,-36.84853415326483,2.985875793739832,-28.817052887401772,-36.404717258473205,-32.37453888561708,-25.52735657828334,-42.56605848991575,3.3049995805904677
239,2005-04-06,2005,14,0.00909999999998945,-6.462411979166671,-6.70295017360985,-0.03786875000000123,-0.07987624999998388,-0.08957261904760748,-0.0595129349816786,-0.0572473914565789,-0.03963742261904144,-6.312882204861113,-7.161434296875001,-7.659760539641204,-5.800134525425866,-7.5219889964434845,-4.831166719094467,-2.216658246527924,-5.7648978385415335,-7.198111371872146,-5.845126154121704,-7.267111735628784,-4.560016133253452,-0.22312500000000002,-45.078749999999985,-39.6001551975294,-0.261,-0.12501250000000003,0.03266666666666667,0.14424332264957268,0.19412798202614379,0.1801954027777778,-33.065,-14.185250000000002,-14.404856150793652,-10.82108363858364,-27.743354925323654,2.416425793739833,-24.46552190681159,-38.072402908047465,-37.18539206447612,-28.296234683107837,-37.44355884966908,2.622295562171438
240,2005-04-14,2005,15,0.07092187499995362,5.56831521267361,6.974402452258882,0.04001093749997153,-0.0455793749999998,-0.07330213293650129,-0.05405740613552833,-0.046062281162462304,-0.03508367261904368,-0.4470483832465302,-4.750471306423612,-6.507521223958333,-5.3718025859894345,-5.312923462078698,-4.420045061108355,0.13572613932451638,-2.980746914062144,-5.653032308889597,-5.308633657794098,-4.979910728429011,-3.9158982686700545,-0.01937500000000003,-49.564062500000006,9.82731455393673,-0.12125000000000002,-0.14668750000000003,-0.013472222222222219,0.14275293803418804,0.1735360702614379,0.1807766527777778,-47.321406249999995,-25.3400625,-20.199751984126987,-14.633703830891333,-17.56731632238248,1.1153007937398376,-14.886420321796336,-30.844080344594566,-33.993308097714845,-27.540287409728087,-25.619101143197092,7.45247529491237
241,2005-04-22,2005,16,0.05035714285713766,14.131559151785712,6.784026909720744,0.06063950892854564,-0.011585446428580327,-0.058430505952376026,-0.05265813873626257,-0.04125450805321741,-0.028786386904760094,9.849937182229661,0.04903809337797469,-4.444522367587082,-4.17491510464362,-4.161163318958949,-3.47192621587026,6.879214680989813,0.6124331206595915,-4.337251541143009,-4.559634755847452,-4.396854146525563,-3.2928898381145575,0.12785712500000002,-6.14285714285711,86.70651360402289,0.05424106249999999,-0.11176607500000002,-0.03562698611111111,0.1157077596153846,0.15664825408496733,0.19904093777777782,-27.853459821428558,-24.26363392857142,-21.28798611111111,-14.529735576923077,-16.057640639589167,4.751286508025549,48.26691407897981,-0.14008656287466578,-22.557116434358953,-19.67894133269221,-19.766280864707173,15.153148775508098
242,2005-04-30,2005,17,-0.0667374999999879,-4.734067621527775,-5.342487760415143,-0.008190178571425122,-0.004239196428579816,-0.05012703373015231,-0.05856871565933593,-0.04357730217086488,-0.028405386904760233,4.698745765128969,0.46800846664186435,-3.4472615916418654,-4.123723985519689,-3.8849722686846735,-3.1981213339258154,0.7207695746528007,0.7965250217017271,-3.0813729025434204,-4.534968623368782,-4.219470431685231,-3.2105669908921666,0.199125,-21.953749999999985,-53.790740064201856,0.1634910625,-0.04287857500000001,-0.022217263888888908,0.09359718269230767,0.1536556070261438,0.22512793777777781,-14.048303571428548,-28.758133928571418,-16.474340277777774,-14.243485576923074,-13.545886437908495,9.910674008015683,16.457886769910516,-1.237591143973083,-19.875628155126407,-22.171378236486568,-19.336041330673826,22.121212343271146
243,2005-05-08,2005,18,-0.10544999999996207,-12.107477777777778,-17.003137499999646,-0.08609374999997499,-0.00836169642857385,-0.05003219246030868,-0.06592785027471738,-0.0485045080532165,-0.031514815476189145,-8.420772699652776,-0.7208166028025801,-3.6609825021356923,-5.083039683970544,-4.267259992081323,-3.1606200134893077,-11.172812630207394,-3.0580292144090024,-4.15685389901587,-5.643861403483422,-4.974931523648078,-3.6369188500191343,0.10875000000000001,-113.36374999999998,-169.89914993469066,0.1539375,0.038646425,-0.02318948611111112,0.05464285576923077,0.13479531290849672,0.2510579377777778,-67.65874999999998,-47.22063392857142,-29.10562996031745,-24.66677884615384,-19.511676879084963,15.185579365158542,-111.84494499944626,-33.35124340769246,-35.27978626457447,-35.524968493939845,-29.11806545419616,19.39546679089951
244,2005-05-16,2005,20,-0.14959375000000819,-37.85910449218749,-19.20855110677151,-0.12752187499998513,-0.040100446428573376,-0.05548010912697995,-0.07162640796702555,-0.05730414040615816,-0.03932606547618889,-24.983291134982636,-7.000155105406745,-7.1468274746472655,-7.625906288871717,-6.494266138680587,-4.884540894565696,-18.105844303385577,-5.559149401041334,-5.519320447530697,-6.588264633651688,-6.104846294634636,-4.860827482831769,-0.32010937500000014,-274.012109375,-215.9456140850074,-0.10567968750000006,0.01924954999999997,-0.06864608333333336,-0.000432865384615391,0.1159653496732026,0.24190106277777776,-193.6879296875,-93.00730580357143,-60.24141989087301,-45.94386418269231,-35.63003625408496,3.0549751985310785,-192.92238200984903,-68.62033518518805,-56.34993246698332,-50.682212566100816,-41.82074863566718,-2.4010641990441273
